Claim,Source,Truth,Sentence_len,Type,Word_avg_len,NN_ratio,NNS_ratio,NNP_ratio,NNPS_ratio,PRP_ratio,PRP$_ratio,WP_ratio,WP$_ratio,Noun_ratio,VB_ratio,VBD_ratio,VBG_ratio,VBN_ratio,VBP_ratio,VBZ_ratio,Verb_ratio,JJ_ratio,JJR_ratio,JJS_ratio,Adj_ratio,RB_ratio,RBR_ratio,RBS_ratio,WRB_ratio,Adv_ratio,CC_ratio,CD_ratio,DT_ratio,EX_ratio,FW_ratio,IN_ratio,LS_ratio,MD_ratio,PDT_ratio,POS_ratio,RP_ratio,SYM_ratio,TO_ratio,UH_ratio,WDT_ratio,Function_ratio,Content_ratio
"If the public water supply is contaminated with COVID-19, the entire community will be infected.",MythBusters,FALSE,15,14,5.6,20,0,6.666666667,0,0,0,0,0,26.66666667,6.666666667,0,0,13.33333333,0,6.666666667,26.66666666,13.33333333,0,0,13.33333333,0,0,0,0,0,0,0,13.33333333,0,0,13.33333333,0,6.666666667,0,0,0,0,0,0,0,33.33333333,66.66666666
Hold your breath 10 seconds to check if you are infected with the novel coronavirus.,COVID Fake News Dataset,FALSE,15,15,4.666666667,13.33333333,6.666666667,0,0,6.666666667,6.666666667,0,0,33.33333333,13.33333333,0,0,6.666666667,6.666666667,0,26.66666666,6.666666667,0,0,6.666666667,0,0,0,0,0,0,6.666666667,6.666666667,0,0,13.33333333,0,0,0,0,0,0,6.666666667,0,0,33.33333333,66.66666666
There is a connection between the COVID-19 outbreak and 5G technology.,COVID Fake News Dataset,FALSE,11,11,5.454545455,27.27272727,0,9.090909091,0,0,0,0,0,36.36363636,0,0,0,0,0,9.090909091,9.090909091,0,0,0,0,0,0,0,0,0,9.090909091,9.090909091,18.18181818,9.090909091,0,9.090909091,0,0,0,0,0,0,0,0,0,54.54545454,45.45454545
"Schools will not open on September 1. In Ukraine, September 1 is the beginning of the school year.",COVID Fake News Dataset,FALSE,18,16,4.611111111,16.66666667,0,22.22222222,0,0,0,0,0,38.88888889,5.555555556,0,0,0,0,5.555555556,11.11111111,0,0,0,0,5.555555556,0,0,0,5.555555556,0,11.11111111,11.11111111,0,0,16.66666667,0,5.555555556,0,0,0,0,0,0,0,44.44444445,55.55555556
Children in Oregon may be taken away if their parent or legal guardian tests positive for COVID-19.,COVID Fake News Dataset,FALSE,17,17,4.882352941,5.882352941,5.882352941,17.64705882,0,0,5.882352941,0,0,35.29411764,5.882352941,0,0,5.882352941,0,0,11.76470588,17.64705882,0,0,17.64705882,5.882352941,0,0,0,5.882352941,5.882352941,0,0,0,0,17.64705882,0,5.882352941,0,0,0,0,0,0,0,29.4117647,70.58823529
Bring Grandma-Killing Governors to Justice,ReCOVery,FALSE,5,5,7.6,0,20,40,0,0,0,0,0,60,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,80
"A person who visited Badusha Hypermarket, Perambra was found COVID-19 positive and hence all those who have visited the hypermarket on 16th July 2020 are asked to report to Perambra Taluk Hospital.",COVID Fake News Dataset,FALSE,32,28,5.25,6.25,0,25,0,0,0,6.25,0,37.5,3.125,6.25,0,9.375,6.25,0,25,3.125,0,0,3.125,3.125,0,0,0,3.125,3.125,6.25,9.375,0,0,3.125,0,0,3.125,0,0,0,6.25,0,0,31.25,68.75
A photograph shows a baby breastfeeding on her dead mother who lost her life due to food scarcity during the lockdown.,COVID Fake News Dataset,FALSE,21,20,4.666666667,33.33333333,0,0,0,4.761904762,4.761904762,4.761904762,0,47.61904762,0,4.761904762,4.761904762,0,0,4.761904762,14.28571429,9.523809524,0,0,9.523809524,0,0,0,0,0,0,0,14.28571429,0,0,9.523809524,0,0,0,0,0,0,4.761904762,0,0,28.57142858,71.42857143
"IMAS, a Costa Rican welfare institution, enabled a phone line to request money for a pandemic from COVID-19.",COVID Fake News Dataset,FALSE,18,16,5.166666667,27.77777778,0,11.11111111,0,0,0,0,0,38.88888889,5.555555556,5.555555556,0,0,0,0,11.11111111,16.66666667,0,0,16.66666667,0,0,0,0,0,0,0,16.66666667,0,0,11.11111111,0,0,0,0,0,0,5.555555556,0,0,33.33333334,66.66666667
Video shows reciting Namaaz and Quran is the only treatment for COVID-19.,COVID Fake News Dataset,FALSE,12,12,5.166666667,16.66666667,8.333333333,25,0,0,0,0,0,50,0,0,8.333333333,0,0,8.333333333,16.66666667,8.333333333,0,0,8.333333333,0,0,0,0,0,8.333333333,0,8.333333333,0,0,8.333333333,0,0,0,0,0,0,0,0,0,25,75
Chinese people are not allowed in supermarkets in Australia.,COVID Fake News Dataset,FALSE,9,8,5.777777778,0,22.22222222,11.11111111,0,0,0,0,0,33.33333333,0,0,0,11.11111111,11.11111111,0,22.22222222,11.11111111,0,0,11.11111111,11.11111111,0,0,0,11.11111111,0,0,0,0,0,22.22222222,0,0,0,0,0,0,0,0,0,22.22222222,77.77777777
Gaza shows solidarity with countries hit by coronavirus,ReCOVery,FALSE,8,8,6,25,12.5,12.5,0,0,0,0,0,50,0,0,0,12.5,0,12.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,25,75
The WHO said that Colombia is the most organized country in the prevention of coronavirus in America or the second in the world.,COVID Fake News Dataset,FALSE,23,18,4.608695652,17.39130435,0,13.04347826,0,0,0,0,0,30.43478261,0,4.347826087,0,0,0,4.347826087,8.695652174,8.695652174,0,0,8.695652174,0,0,4.347826087,0,4.347826087,4.347826087,0,21.73913043,0,0,21.73913043,0,0,0,0,0,0,0,0,0,47.82608695,52.17391305
The application of menthol ointment in the nostrils helps to prevent the virus.,COVID Fake News Dataset,FALSE,13,12,5.153846154,30.76923077,7.692307692,0,0,0,0,0,0,38.46153846,7.692307692,0,0,0,0,7.692307692,15.38461538,0,0,0,0,0,0,0,0,0,0,0,23.07692308,0,0,15.38461538,0,0,0,0,0,0,7.692307692,0,0,46.15384615,53.84615385
Eating alkaline foods with a pH level above 8.5 can kill the SARS-CoV-2 virus.,COVID Fake News Dataset,FALSE,14,14,4.642857143,14.28571429,7.142857143,7.142857143,0,0,0,0,0,28.57142858,7.142857143,0,7.142857143,0,0,0,14.28571429,14.28571429,0,0,14.28571429,0,0,0,0,0,0,7.142857143,14.28571429,0,0,14.28571429,0,7.142857143,0,0,0,0,0,0,0,42.85714287,57.14285715
The WHO issued protocol for a COVID-19 curfew,COVID Fake News Dataset,FALSE,8,8,4.75,25,0,25,0,0,0,0,0,50,0,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,25,0,0,12.5,0,0,0,0,0,0,0,0,0,37.5,62.5
"Denis Mukwege, Nobel Award laureate, resigned his post as head of a commitee to deal with the pandemic after being asked to forge the number of COVID-19 cases and deaths.",COVID Fake News Dataset,FALSE,30,27,4.766666667,20,6.666666667,16.66666667,0,0,3.333333333,0,0,46.66666667,6.666666667,6.666666667,3.333333333,0,0,0,16.66666667,0,0,0,0,0,0,0,0,0,3.333333333,0,10,0,0,16.66666667,0,0,0,0,0,0,6.666666667,0,0,36.66666667,63.33333334
Messi: Quique Setien Misunderstood My Remark About Barca Being Unable to Win Champions League,ReCOVery,FALSE,14,14,5.714285714,7.142857143,0,64.28571429,0,0,0,0,0,71.42857143,7.142857143,0,0,0,0,0,7.142857143,7.142857143,0,0,7.142857143,0,0,0,0,0,0,0,0,0,0,7.142857143,0,0,0,0,0,0,7.142857143,0,0,14.28571429,85.71428572
An image of arms burned by allegedly using gel alcohol to disinfect.,COVID Fake News Dataset,FALSE,12,12,4.75,25,8.333333333,0,0,0,0,0,0,33.33333333,8.333333333,0,8.333333333,8.333333333,0,0,25,0,0,0,0,8.333333333,0,0,0,8.333333333,0,0,8.333333333,0,0,16.66666667,0,0,0,0,0,0,8.333333333,0,0,33.33333334,66.66666667
A video viewed thousands of times in Nigeria and shared in multiple Facebook posts claims to show police in Spain rounding up people aged 50 and above to transfer them to quarantine centers amid the novel coronavirus pandemic.,COVID Fake News Dataset,FALSE,38,33,4.973684211,7.894736842,15.78947368,7.894736842,0,2.631578947,0,0,0,34.21052631,7.894736842,0,2.631578947,7.894736842,0,2.631578947,21.05263158,5.263157895,0,0,5.263157895,0,0,0,0,0,5.263157895,2.631578947,5.263157895,0,0,15.78947368,0,0,0,0,2.631578947,0,7.894736842,0,0,39.47368421,60.52631578
Medical book states that coronavirus is just a common cold.,COVID Fake News Dataset,FALSE,10,10,5,30,10,0,0,0,0,0,0,40,0,0,0,0,0,10,10,20,0,0,20,10,0,0,0,10,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,20,80
Mission Unexplained: U.S. Space Force Launches Crewless Space Plane Full of Science Experiments,ReCOVery,FALSE,13,12,6.384615385,7.692307692,7.692307692,69.23076923,0,0,0,0,0,84.61538461,0,7.692307692,0,0,0,0,7.692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.692307692,0,0,0,0,0,0,0,0,0,7.692307692,92.30769231
San Francisco sanctions once-shunned homeless encampments,ReCOVery,FALSE,6,6,8.666666667,16.66666667,33.33333333,33.33333333,0,0,0,0,0,83.33333333,0,0,0,0,0,0,0,16.66666667,0,0,16.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Sitting in the sunlight will help cure coronavirus.,COVID Fake News Dataset,FALSE,8,8,5.5,25,0,0,0,0,0,0,0,25,25,0,12.5,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,12.5,0,0,0,0,0,0,0,37.5,62.5
Staying Fit And Active During COVID-19,ReCOVery,FALSE,6,6,5.5,0,0,50,0,0,0,0,0,50,0,0,16.66666667,0,0,0,16.66666667,0,0,0,0,0,0,0,0,0,16.66666667,0,0,0,0,16.66666667,0,0,0,0,0,0,0,0,0,33.33333334,66.66666667
SARS-CoV-2 mutated and became 10 times more infectious.,COVID Fake News Dataset,FALSE,8,8,6,0,12.5,12.5,0,0,0,0,0,25,0,25,0,0,0,0,25,12.5,0,0,12.5,0,12.5,0,0,12.5,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,25,75
Man collapses and dies on the road due to the novel coronavirus.,COVID Fake News Dataset,FALSE,12,11,4.416666667,25,16.66666667,0,0,0,0,0,0,41.66666667,0,0,0,0,0,0,0,16.66666667,0,0,16.66666667,0,0,0,0,0,8.333333333,0,16.66666667,0,0,8.333333333,0,0,0,0,0,0,8.333333333,0,0,41.66666667,58.33333334
Screenshots circulating on Twitter and Facebook say the Nigeria Centre for Disease Control spent N1 billion (US$2.7 million) on sending text messages to educate Nigerians about COVID-19.,COVID Fake News Dataset,FALSE,27,26,5.925925926,0,7.407407407,37.03703704,0,0,0,0,0,44.44444445,3.703703704,3.703703704,7.407407407,0,3.703703704,0,18.51851852,3.703703704,0,0,3.703703704,0,0,0,0,0,3.703703704,11.11111111,3.703703704,0,0,14.81481481,0,0,0,0,0,0,3.703703704,0,0,37.03703703,66.66666667
Video of dead bodies being thrown into a mass grave in Italy.,COVID Fake News Dataset,FALSE,12,12,4.166666667,16.66666667,8.333333333,16.66666667,0,0,0,0,0,41.66666667,0,0,8.333333333,8.333333333,0,0,16.66666667,8.333333333,0,0,8.333333333,0,0,0,0,0,0,0,8.333333333,0,0,25,0,0,0,0,0,0,0,0,0,33.33333333,66.66666667
A news article headline says the Chinese team of 15 doctors sent to Nigeria have all tested positive for coronavirus.,COVID Fake News Dataset,FALSE,20,20,4.9,25,5,5,0,0,0,0,0,35,5,5,0,5,0,5,20,10,0,0,10,0,0,0,0,0,0,5,15,0,0,10,0,0,0,0,0,0,5,0,0,35,65
Scientists discovered a new and more contagious strain of the coronavirus.,COVID Fake News Dataset,FALSE,11,11,5.818181818,18.18181818,9.090909091,0,0,0,0,0,0,27.27272727,0,9.090909091,0,0,0,0,9.090909091,18.18181818,0,0,18.18181818,0,9.090909091,0,0,9.090909091,9.090909091,0,18.18181818,0,0,9.090909091,0,0,0,0,0,0,0,0,0,36.36363636,63.63636363
A person with coronavirus is in Andorra on 2/10/20.,COVID Fake News Dataset,FALSE,9,9,4.777777778,22.22222222,0,11.11111111,0,0,0,0,0,33.33333333,0,0,0,0,0,11.11111111,11.11111111,0,0,0,0,0,0,0,0,0,0,11.11111111,11.11111111,0,0,33.33333333,0,0,0,0,0,0,0,0,0,55.55555555,44.44444444
"Video of Mariano Rajoy, former prime minister, going for a run and breaking the quarantine.",COVID Fake News Dataset,FALSE,15,15,5.266666667,20,0,20,0,0,0,0,0,40,0,0,13.33333333,0,0,0,13.33333333,13.33333333,0,0,13.33333333,0,0,0,0,0,6.666666667,0,13.33333333,0,0,13.33333333,0,0,0,0,0,0,0,0,0,33.33333333,66.66666666
A publication asks for financial help to save the Los Pollos Hermanos restaurant in the midst of the coronavirus crisis.,COVID Fake News Dataset,FALSE,20,18,5.05,30,0,15,0,0,0,0,0,45,5,0,0,0,0,5,10,5,0,0,5,0,0,0,0,0,0,0,20,0,0,15,0,0,0,0,0,0,5,0,0,40,60
You should purchase a home testing kit for COVID-19.,COVID-19 MISINFO,FALSE,9,9,4.888888889,22.22222222,0,11.11111111,0,11.11111111,0,0,0,44.44444444,11.11111111,0,11.11111111,0,0,0,22.22222222,0,0,0,0,0,0,0,0,0,0,0,11.11111111,0,0,11.11111111,0,11.11111111,0,0,0,0,0,0,0,33.33333333,66.66666666
Video shows a woman eating a bat soup in Wuhan.,COVID Fake News Dataset,FALSE,10,9,3.8,40,0,10,0,0,0,0,0,50,0,0,10,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,10,0,0,0,0,0,0,0,0,0,30,70
Reducing Diagnostic Time Of Coronavirus,ReCOVery,FALSE,5,5,7,0,0,40,0,0,0,0,0,40,0,0,20,0,0,0,20,20,0,0,20,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,80
A vaccine for the 2019 novel coronavirus has been found and there will be no more deaths due to the coronavirus.,COVID Fake News Dataset,FALSE,21,20,4.380952381,19.04761905,4.761904762,0,0,0,0,0,0,23.80952381,4.761904762,0,0,9.523809524,0,4.761904762,19.04761905,4.761904762,0,0,4.761904762,4.761904762,4.761904762,0,0,9.523809524,4.761904762,4.761904762,14.28571429,4.761904762,0,4.761904762,0,4.761904762,0,0,0,0,4.761904762,0,0,42.85714286,57.14285715
"The German parliament (Bundestag) decided to keep the containment measures (state of emergency) until March 31, 2022.",COVID Fake News Dataset,FALSE,17,17,6.058823529,23.52941176,5.882352941,11.76470588,0,0,0,0,0,41.17647058,5.882352941,5.882352941,0,0,0,0,11.76470588,5.882352941,0,0,5.882352941,0,0,0,0,0,0,11.76470588,11.76470588,0,0,11.76470588,0,0,0,0,0,0,5.882352941,0,0,41.17647058,58.8235294
It was claimed that Israelis discovered vaccine for Coronavirus and no more deaths will be there,COVID Fake News Dataset,FALSE,16,16,5.0625,6.25,6.25,12.5,0,6.25,0,0,0,31.25,6.25,12.5,0,6.25,0,0,25,0,6.25,0,6.25,6.25,0,0,0,6.25,6.25,0,6.25,0,0,12.5,0,6.25,0,0,0,0,0,0,0,31.25,68.75
The new coronavirus dies when a temperature around is 26-27 degrees Celsius.,COVID Fake News Dataset,FALSE,12,12,5.416666667,16.66666667,8.333333333,8.333333333,0,0,0,0,0,33.33333334,0,0,0,0,0,16.66666667,16.66666667,16.66666667,0,0,16.66666667,0,0,0,8.333333333,8.333333333,0,0,16.66666667,0,0,0,0,0,0,0,8.333333333,0,0,0,0,25,75.00000001
"In a video, a Chinese epidemiologist says there are millions infected.",COVID Fake News Dataset,FALSE,11,10,5.636363636,18.18181818,9.090909091,0,0,0,0,0,0,27.27272727,0,0,0,9.090909091,9.090909091,9.090909091,27.27272727,9.090909091,0,0,9.090909091,0,0,0,0,0,0,0,18.18181818,9.090909091,0,9.090909091,0,0,0,0,0,0,0,0,0,36.36363636,63.63636364
The coronavirus outbreak is over in China.,COVID Fake News Dataset,FALSE,7,7,5.142857143,28.57142857,0,14.28571429,0,0,0,0,0,42.85714286,0,0,0,0,0,14.28571429,14.28571429,0,0,0,0,0,0,0,0,0,0,0,14.28571429,0,0,28.57142857,0,0,0,0,0,0,0,0,0,42.85714286,57.14285715
"Indian Daily Reports That Wife Of A Positive Patient Ran Away, did not comply with the authorities and tested positive.",COVID Fake News Dataset,FALSE,20,20,5.1,0,10,35,0,0,0,0,0,45,5,10,0,0,0,0,15,10,0,0,10,5,0,0,0,5,5,0,5,0,0,15,0,0,0,0,0,0,0,0,0,25,75
Barack Obama warned Africans against vaccines from America and Europe.,COVID Fake News Dataset,FALSE,10,10,6.1,0,10,40,10,0,0,0,0,60,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,20,0,0,0,0,0,0,0,0,0,30,70
"The number of deaths in Ukraine in 2020 is less than in 2019, so there is no pandemic, and the lockdown was not needed.",COVID Fake News Dataset,FALSE,24,21,4.083333333,8.333333333,4.166666667,4.166666667,0,0,0,0,0,16.66666667,0,4.166666667,0,4.166666667,0,8.333333333,16.66666667,4.166666667,4.166666667,0,8.333333334,4.166666667,0,0,0,4.166666667,4.166666667,8.333333333,12.5,4.166666667,0,25,0,0,0,0,0,0,0,0,0,54.16666667,45.83333334
A video shared on Facebook showed the current situation in China as it battles the second wave of coronavirus infections.,COVID Fake News Dataset,FALSE,20,19,5.1,20,5,10,0,5,0,0,0,40,0,5,0,5,0,5,15,10,0,0,10,0,0,0,0,0,0,0,15,0,0,20,0,0,0,0,0,0,0,0,0,35,65
Israel has manufactured the coronavirus vaccine,COVID Fake News Dataset,FALSE,6,6,7,33.33333333,0,16.66666667,0,0,0,0,0,50,0,0,0,16.66666667,0,16.66666667,33.33333334,0,0,0,0,0,0,0,0,0,0,0,16.66666667,0,0,0,0,0,0,0,0,0,0,0,0,16.66666667,83.33333334
A message on Whatsapp and Facebook claims you should not accept masks from strangers; they are soaked with chemicals and will knock you out in order to rob you.,COVID Fake News Dataset,FALSE,29,27,4.551724138,6.896551724,10.34482759,6.896551724,0,13.79310345,0,0,0,37.93103449,10.34482759,0,0,3.448275862,3.448275862,3.448275862,20.68965518,0,0,0,0,3.448275862,0,0,0,3.448275862,6.896551724,0,3.448275862,0,0,13.79310345,0,6.896551724,0,0,3.448275862,0,3.448275862,0,0,37.93103448,62.06896553
One Polish telecommunications company used the quarantine as a cover up to put 100 5G antennas in Gdynia.,COVID Fake News Dataset,FALSE,18,18,4.888888889,22.22222222,5.555555556,5.555555556,0,0,0,0,0,33.33333333,5.555555556,5.555555556,0,0,0,0,11.11111111,5.555555556,0,0,5.555555556,5.555555556,0,0,0,5.555555556,0,16.66666667,11.11111111,0,0,11.11111111,0,0,0,0,0,0,5.555555556,0,0,44.44444445,55.55555556
A drug for coronavirus has been found.,COVID Fake News Dataset,FALSE,7,7,4.571428571,28.57142857,0,0,0,0,0,0,0,28.57142857,0,0,0,28.57142857,0,14.28571429,42.85714286,0,0,0,0,0,0,0,0,0,0,0,14.28571429,0,0,14.28571429,0,0,0,0,0,0,0,0,0,28.57142858,71.42857143
Russia said COVID-19 is man-made.,COVID Fake News Dataset,FALSE,5,5,5.8,0,0,40,0,0,0,0,0,40,0,20,0,0,0,20,40,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
The video shows Italians praying to get rid of the coronavirus.,COVID Fake News Dataset,FALSE,11,11,4.818181818,18.18181818,0,0,9.090909091,0,0,0,0,27.27272727,9.090909091,0,9.090909091,0,0,9.090909091,27.27272727,9.090909091,0,0,9.090909091,0,0,0,0,0,0,0,18.18181818,0,0,9.090909091,0,0,0,0,0,0,9.090909091,0,0,36.36363636,63.63636364
Coronavirus is found in crab legs.,COVID Fake News Dataset,FALSE,6,6,4.833333333,16.66666667,16.66666667,16.66666667,0,0,0,0,0,50.00000001,0,0,0,16.66666667,0,16.66666667,33.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.66666667,0,0,0,0,0,0,0,0,0,16.66666667,83.33333335
New evidence shows wearing a face mask can help coronavirus enter the brain and pose more health risk.,COVID Fake News Dataset,FALSE,18,18,4.722222222,33.33333333,5.555555556,5.555555556,0,0,0,0,0,44.44444444,22.22222222,0,5.555555556,0,0,0,27.77777778,0,5.555555556,0,5.555555556,0,0,0,0,0,5.555555556,0,11.11111111,0,0,0,0,5.555555556,0,0,0,0,0,0,0,22.22222222,77.77777777
Masks pores are too large to block virus,COVID Fake News Dataset,FALSE,8,8,4.125,12.5,12.5,12.5,0,0,0,0,0,37.5,12.5,0,0,0,12.5,0,25,12.5,0,0,12.5,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,87.5
A video post related to coronavirus is circulating in social media saying China is distributing the Quran.,COVID Fake News Dataset,FALSE,17,16,5.294117647,17.64705882,5.882352941,11.76470588,0,0,0,0,0,35.29411764,0,0,17.64705882,5.882352941,0,11.76470588,35.29411764,5.882352941,0,0,5.882352941,0,0,0,0,0,0,0,11.76470588,0,0,5.882352941,0,0,0,0,0,0,5.882352941,0,0,23.52941176,76.47058822
COVID-19 pandemic is being used as an excuse to put microchips into babies.,COVID Fake News Dataset,FALSE,13,13,4.846153846,15.38461538,15.38461538,0,0,0,0,0,0,30.76923076,7.692307692,0,7.692307692,7.692307692,0,7.692307692,30.76923077,7.692307692,0,0,7.692307692,0,0,0,0,0,0,0,7.692307692,0,0,15.38461538,0,0,0,0,0,0,7.692307692,0,0,30.76923076,69.23076922
"A woman infected with COVID-19 has been spitting and roaming inside a departmental store at Reliance Mall in Rani Bagh, Delhi.",COVID Fake News Dataset,FALSE,21,21,5.142857143,9.523809524,0,28.57142857,0,0,0,0,0,38.09523809,0,0,9.523809524,9.523809524,0,4.761904762,23.80952381,4.761904762,0,0,4.761904762,0,0,0,0,0,4.761904762,0,9.523809524,0,0,19.04761905,0,0,0,0,0,0,0,0,0,33.33333334,66.66666667
Old Image Used to Claim Thousands Flouted Lockdown in Kalaburgi,COVID Fake News Dataset,FALSE,10,10,5.4,0,0,70,0,0,0,0,0,70,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,20,80
Lockdown violation in Chandni Chowk area of Delhi,COVID Fake News Dataset,FALSE,8,8,5.25,25,0,37.5,0,0,0,0,0,62.5,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,25,75
"COVID-19 came from Chinese people eating human babies, in an effort to improve their skin.",COVID Fake News Dataset,FALSE,15,15,5.2,13.33333333,13.33333333,0,0,0,6.666666667,0,0,33.33333333,6.666666667,6.666666667,6.666666667,0,0,0,20,20,0,0,20,0,0,0,0,0,0,0,6.666666667,0,0,13.33333333,0,0,0,0,0,0,6.666666667,0,0,26.66666666,73.33333333
Ruth Mari Calderon from the Academy John Maxwell in Bolivia shares information on the unknown cures for COVID-19.,COVID Fake News Dataset,FALSE,18,17,5.333333333,5.555555556,11.11111111,44.44444444,0,0,0,0,0,61.11111111,0,0,0,0,0,0,0,5.555555556,0,0,5.555555556,0,0,0,0,0,0,0,11.11111111,0,0,22.22222222,0,0,0,0,0,0,0,0,0,33.33333333,66.66666666
Doctors can steal your fingerprints or data with the pulse oximeter,COVID Fake News Dataset,FALSE,11,11,5.181818182,18.18181818,27.27272727,0,0,0,9.090909091,0,0,54.54545454,9.090909091,0,0,0,0,0,9.090909091,0,0,0,0,0,0,0,0,0,9.090909091,0,9.090909091,0,0,9.090909091,0,9.090909091,0,0,0,0,0,0,0,36.36363636,63.63636363
5G May Penetrate Deeper Into the Body Because of Its Very Fast Pulse Says Former WHO Scientist,ReCOVery,FALSE,17,17,4.588235294,0,0,70.58823529,0,0,5.882352941,0,0,76.47058823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.882352941,5.882352941,0,0,11.76470588,0,0,0,0,0,0,0,0,0,23.52941176,76.47058823
COVID-19 is sparing essential workers.,COVID Fake News Dataset,FALSE,5,5,6.8,0,20,20,0,0,0,0,0,40,0,0,20,0,0,20,40,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A video shows pigs buried in China because of the coronavirus.,COVID Fake News Dataset,FALSE,11,11,4.727272727,18.18181818,9.090909091,9.090909091,0,0,0,0,0,36.36363636,0,0,0,9.090909091,0,9.090909091,18.18181818,0,0,0,0,0,0,0,0,0,0,0,18.18181818,0,0,27.27272727,0,0,0,0,0,0,0,0,0,45.45454545,54.54545454
"Police in Hamburg use WATER CANNONS to disperse demonstrators against anti-lockdown protest (VIDEO, PHOTOS)",ReCOVery,FALSE,14,14,6.857142857,14.28571429,7.142857143,42.85714286,0,0,0,0,0,64.28571429,7.142857143,0,0,0,0,0,7.142857143,7.142857143,0,0,7.142857143,0,0,0,0,0,0,0,0,0,0,14.28571429,0,0,0,0,0,0,7.142857143,0,0,21.42857143,78.57142858
Multiple Facebook posts claim an anti-viral injection that was being developed in the Philippines in April 2020 is a cure for COVID-19.,COVID Fake News Dataset,FALSE,22,21,5.181818182,9.090909091,4.545454545,13.63636364,4.545454545,0,0,0,0,31.81818182,0,4.545454545,4.545454545,4.545454545,4.545454545,4.545454545,22.72727273,9.090909091,0,0,9.090909091,0,0,0,0,0,0,4.545454545,13.63636364,0,0,13.63636364,0,0,0,0,0,0,0,0,4.545454545,36.36363637,63.63636364
Putin enters a meeting with his ministries wearing the full yellow suit used by quarantine doctors to protect themselves against catching COVID-19.,COVID Fake News Dataset,FALSE,22,22,5.727272727,13.63636364,9.090909091,9.090909091,0,4.545454545,4.545454545,0,0,40.90909091,4.545454545,0,9.090909091,4.545454545,0,4.545454545,22.72727273,9.090909091,0,0,9.090909091,0,0,0,0,0,0,0,9.090909091,0,0,13.63636364,0,0,0,0,0,0,4.545454545,0,0,27.27272728,72.72727273
"A post has been shared on Facebook, Twitter and Whatsapp claims a regional government in India has recommended that the juice of bitter gourd, a vegetable often used in traditional medicine, is an effective treatment for the novel coronavirus.",COVID Fake News Dataset,FALSE,39,35,5.307692308,17.94871795,0,10.25641026,0,0,0,0,0,28.20512821,0,0,0,10.25641026,0,10.25641026,20.51282052,15.38461538,0,0,15.38461538,2.564102564,0,0,0,2.564102564,2.564102564,0,15.38461538,0,0,15.38461538,0,0,0,0,0,0,0,0,0,33.33333332,66.66666667
Two cyclists from Cordoba skip the quarantine.,COVID Fake News Dataset,FALSE,7,7,5.714285714,14.28571429,14.28571429,14.28571429,0,0,0,0,0,42.85714287,0,14.28571429,0,0,0,0,14.28571429,0,0,0,0,0,0,0,0,0,0,14.28571429,14.28571429,0,0,14.28571429,0,0,0,0,0,0,0,0,0,42.85714287,57.14285716
The drug Arbidol can help fight the new coronavirus.,COVID Fake News Dataset,FALSE,9,9,4.888888889,22.22222222,0,11.11111111,0,0,0,0,0,33.33333333,22.22222222,0,0,0,0,0,22.22222222,11.11111111,0,0,11.11111111,0,0,0,0,0,0,0,22.22222222,0,0,0,0,11.11111111,0,0,0,0,0,0,0,33.33333333,66.66666666
"False: South Sudan's Chief Justice, Family Refused Testing For",COVID Fake News Dataset,FALSE,9,9,6.222222222,0,0,55.55555556,0,0,0,0,0,55.55555556,0,11.11111111,11.11111111,0,0,0,22.22222222,11.11111111,0,0,11.11111111,0,0,0,0,0,0,0,0,0,0,11.11111111,0,0,0,11.11111111,0,0,0,0,0,22.22222222,88.88888889
